geogkey	continent	country	countrycode	stateprovince	county	municipality	waterbody	islandgroup	island	standard	vetted	error	misplaced	unresolved	source	comment
|UNITED STATES||MARYLAND|TALBOT|EATON|||	North America	United States	US	Maryland	Talbot	Eaton				North America|United States|US|Maryland|Talbot|Eaton|||	1			0		
|UNITED STATES||MARYLAND|TALBOT|ST. MICHAELS|||	North America	United States	US	Maryland	Talbot	St. Michaels				North America|United States|US|Maryland|Talbot|St. Michaels|||	1			0		
|UNITED STATES||MARYLAND|WASHINGTON||||	North America	United States	US	Maryland	Washington					North America|United States|US|Maryland|Washington||||	1			0		
|UNITED STATES||MARYLAND|WICOMICO||||	North America	United States	US	Maryland	Wicomico					North America|United States|US|Maryland|Wicomico||||	1			0		
|UNITED STATES||MARYLAND|WORCESTER||||	North America	United States	US	Maryland	Worcester					North America|United States|US|Maryland|Worcester||||	1			0		
|UNITED STATES||MARYLAND|WORCHESTER||||	North America	United States	US	Maryland	Worcester					North America|United States|US|Maryland|Worcester||||	1			0		
|UNITED STATES||MASSACHUSETTS|||||	North America	United States	US	Massachusetts						North America|United States|US|Massachusetts|||||	1			0		
|UNITED STATES||MASSACHUSETTS||SOUTH HADLEY|||	North America	United States	US	Massachusetts	Hampshire					North America|United States|US|Massachusetts|Hampshire||||	1			0		
|UNITED STATES||MASSACHUSETTS||TURNER FALLS|||	North America	United States	US	Massachusetts	Franklin	Turner Falls				North America|United States|US|Massachusetts|Franklin|Turner Falls|||	1			0		
|UNITED STATES||MASSACHUSETTS||WRENTHAM|||	North America	United States	US	Massachusetts	Norfolk	Wrentham				North America|United States|US|Massachusetts|Norfolk|Wrentham|||	1			0		
|UNITED STATES||MASSACHUSETTS|BARNSTABLE CO||||	North America	United States	US	Massachusetts	Barnstable					North America|United States|US|Massachusetts|Barnstable||||	1			0		
|UNITED STATES||MASSACHUSETTS|BARNSTABLE COUNTY||||	North America	United States	US	Massachusetts	Barnstable					North America|United States|US|Massachusetts|Barnstable||||	1			0		
|UNITED STATES||MASSACHUSETTS|BARNSTABLE||||	North America	United States	US	Massachusetts	Barnstable					North America|United States|US|Massachusetts|Barnstable||||	1			0		
|UNITED STATES||MASSACHUSETTS|BARNSTABLE|HYANNIS|||	North America	United States	US	Massachusetts	Barnstable	Hyannis				North America|United States|US|Massachusetts|Barnstable|Hyannis|||	1			0		
|UNITED STATES||MASSACHUSETTS|BARNSTABLE|PLEASANT LAKE|||	North America	United States	US	Massachusetts	Barnstable	Pleasant Lake				North America|United States|US|Massachusetts|Barnstable|Pleasant Lake|||	1			0		
|UNITED STATES||MASSACHUSETTS|BERKSHIRE CO||||	North America	United States	US	Massachusetts	Berkshire					North America|United States|US|Massachusetts|Berkshire||||	1			0		
|UNITED STATES||MASSACHUSETTS|BERKSHIRE COUNTY||||	North America	United States	US	Massachusetts	Berkshire					North America|United States|US|Massachusetts|Berkshire||||	1			0		
|UNITED STATES||MASSACHUSETTS|BERKSHIRE||||	North America	United States	US	Massachusetts	Berkshire					North America|United States|US|Massachusetts|Berkshire||||	1			0		
|UNITED STATES||MASSACHUSETTS|BRISTOL COUNTY||||	North America	United States	US	Massachusetts	Bristol					North America|United States|US|Massachusetts|Bristol||||	1			0		
|UNITED STATES||MASSACHUSETTS|BRISTOL||||	North America	United States	US	Massachusetts	Bristol					North America|United States|US|Massachusetts|Bristol||||	1			0		
|UNITED STATES||MASSACHUSETTS|BRISTOL|TAUNTON|||	North America	United States	US	Massachusetts	Bristol	Taunton				North America|United States|US|Massachusetts|Bristol|Taunton|||	1			0		
|UNITED STATES||MASSACHUSETTS|CHESHIRE COUNTY||||	North America	United States	US							North America|United States|US||||||	1	There is no Cheshire County in Massachusetts.		1		
|UNITED STATES||MASSACHUSETTS|DUKES CO||||	North America	United States	US	Massachusetts	Dukes					North America|United States|US|Massachusetts|Dukes||||	1			0		
|UNITED STATES||MASSACHUSETTS|DUKES COUNTY||||	North America	United States	US	Massachusetts	Dukes					North America|United States|US|Massachusetts|Dukes||||	1			0		
|UNITED STATES||MASSACHUSETTS|DUKES||||	North America	United States	US	Massachusetts	Dukes					North America|United States|US|Massachusetts|Dukes||||	1			0		
|UNITED STATES||MASSACHUSETTS|ESSEX CO||||	North America	United States	US	Massachusetts	Essex					North America|United States|US|Massachusetts|Essex||||	1			0		
|UNITED STATES||MASSACHUSETTS|ESSEX COUNTY||||	North America	United States	US	Massachusetts	Essex					North America|United States|US|Massachusetts|Essex||||	1			0		
|UNITED STATES||MASSACHUSETTS|ESSEX||||	North America	United States	US	Massachusetts	Essex					North America|United States|US|Massachusetts|Essex||||	1			0		
|UNITED STATES||MASSACHUSETTS|FRANKLIN CO||||	North America	United States	US	Massachusetts	Franklin					North America|United States|US|Massachusetts|Franklin||||	1			0		
|UNITED STATES||MASSACHUSETTS|FRANKLIN COUNTY||||	North America	United States	US	Massachusetts	Franklin					North America|United States|US|Massachusetts|Franklin||||	1			0		
|UNITED STATES||MASSACHUSETTS|FRANKLIN||||	North America	United States	US	Massachusetts	Franklin					North America|United States|US|Massachusetts|Franklin||||	1			0		
|UNITED STATES||MASSACHUSETTS|HAMPDEN CO||||	North America	United States	US	Massachusetts	Hampden					North America|United States|US|Massachusetts|Hampden||||	1			0		
|UNITED STATES||MASSACHUSETTS|HAMPDEN COUNTY||||	North America	United States	US	Massachusetts	Hampden					North America|United States|US|Massachusetts|Hampden||||	1			0		
|UNITED STATES||MASSACHUSETTS|HAMPDEN||||	North America	United States	US	Massachusetts	Hampden					North America|United States|US|Massachusetts|Hampden||||	1			0		
|UNITED STATES||MASSACHUSETTS|HAMPSHIRE COUNTY||||	North America	United States	US	Massachusetts	Hampshire					North America|United States|US|Massachusetts|Hampshire||||	1			0		
|UNITED STATES||MASSACHUSETTS|HAMPSHIRE||||	North America	United States	US	Massachusetts	Hampshire					North America|United States|US|Massachusetts|Hampshire||||	1			0		
|UNITED STATES||MASSACHUSETTS|MIDDLESEX CO||||	North America	United States	US	Massachusetts	Middlesex					North America|United States|US|Massachusetts|Middlesex||||	1			0		
|UNITED STATES||MASSACHUSETTS|MIDDLESEX COUNTY||||	North America	United States	US	Massachusetts	Middlesex					North America|United States|US|Massachusetts|Middlesex||||	1			0		
|UNITED STATES||MASSACHUSETTS|MIDDLESEX||||	North America	United States	US	Massachusetts	Middlesex					North America|United States|US|Massachusetts|Middlesex||||	1			0		
|UNITED STATES||MASSACHUSETTS|MIDDLESEX|CONCORD|||	North America	United States	US	Massachusetts	Middlesex	Concord				North America|United States|US|Massachusetts|Middlesex|Concord|||	1			0		
|UNITED STATES||MASSACHUSETTS|MIDDLESEX|WATERTOWN|||	North America	United States	US	Massachusetts	Middlesex	Watertown				North America|United States|US|Massachusetts|Middlesex|Watertown|||	1			0		
|UNITED STATES||MASSACHUSETTS|NANTUCKET CO||||	North America	United States	US	Massachusetts	Nantucket					North America|United States|US|Massachusetts|Nantucket||||	1			0		
|UNITED STATES||MASSACHUSETTS|NANTUCKET COUNTY||||	North America	United States	US	Massachusetts	Nantucket					North America|United States|US|Massachusetts|Nantucket||||	1			0		
|UNITED STATES||MASSACHUSETTS|NANTUCKET||||	North America	United States	US	Massachusetts	Nantucket					North America|United States|US|Massachusetts|Nantucket||||	1			0		
|UNITED STATES||MASSACHUSETTS|NORFOLK COUNTY||||	North America	United States	US	Massachusetts	Norfolk					North America|United States|US|Massachusetts|Norfolk||||	1			0		
|UNITED STATES||MASSACHUSETTS|NORFOLK||||	North America	United States	US	Massachusetts	Norfolk					North America|United States|US|Massachusetts|Norfolk||||	1			0		
|UNITED STATES||MASSACHUSETTS|NORFOLK|CANTON|||	North America	United States	US	Massachusetts	Norfolk	Canton				North America|United States|US|Massachusetts|Norfolk|Canton|||	1			0		
|UNITED STATES||MASSACHUSETTS|NORFOLK|WRENTHAM ?|||	North America	United States	US	Massachusetts	Norfolk	Wrentham				North America|United States|US|Massachusetts|Norfolk|Wrentham|||	1			0		
|UNITED STATES||MASSACHUSETTS|NORFOLK|WRENTHAM|||	North America	United States	US	Massachusetts	Norfolk	Wrentham				North America|United States|US|Massachusetts|Norfolk|Wrentham|||	1			0		
|UNITED STATES||MASSACHUSETTS|NORTHFOLK|WRENTHAM|||	North America	United States	US	Massachusetts	Norfolk	Wrentham				North America|United States|US|Massachusetts|Norfolk|Wrentham|||	1			0		
|UNITED STATES||MASSACHUSETTS|PLYMOUTH CO||||	North America	United States	US	Massachusetts	Plymouth					North America|United States|US|Massachusetts|Plymouth||||	1			0		
|UNITED STATES||MASSACHUSETTS|PLYMOUTH COUNTY||||	North America	United States	US	Massachusetts	Plymouth					North America|United States|US|Massachusetts|Plymouth||||	1			0		
|UNITED STATES||MASSACHUSETTS|PLYMOUTH||||	North America	United States	US	Massachusetts	Plymouth					North America|United States|US|Massachusetts|Plymouth||||	1			0		
|UNITED STATES||MASSACHUSETTS|PLYMOUTH|MIDDLEBORO|||	North America	United States	US	Massachusetts	Plymouth	Middleboro				North America|United States|US|Massachusetts|Plymouth|Middleboro|||	1			0		
|UNITED STATES||MASSACHUSETTS|SUFFOLK COUNTY||||	North America	United States	US	Massachusetts	Suffolk					North America|United States|US|Massachusetts|Suffolk||||	1			0		
|UNITED STATES||MASSACHUSETTS|SUFFOLK||||	North America	United States	US	Massachusetts	Suffolk					North America|United States|US|Massachusetts|Suffolk||||	1			0		
|UNITED STATES||MASSACHUSETTS|SUFFOLK|BOSTON|||	North America	United States	US	Massachusetts	Suffolk	Boston				North America|United States|US|Massachusetts|Suffolk|Boston|||	1			0		
|UNITED STATES||MASSACHUSETTS|SUFFOLK|HYDE PARK|||	North America	United States	US	Massachusetts	Suffolk	Hyde Park				North America|United States|US|Massachusetts|Suffolk|Hyde Park|||	1			0		
|UNITED STATES||MASSACHUSETTS|WEBSTER||||	North America	United States	US	Massachusetts						North America|United States|US|Massachusetts|||||	1	There is no Webster County in Massachusetts.		1		
|UNITED STATES||MASSACHUSETTS|WORCESTER CO||||	North America	United States	US	Massachusetts	Worcester					North America|United States|US|Massachusetts|Worcester||||	1			0		
|UNITED STATES||MASSACHUSETTS|WORCESTER COUNTY||||	North America	United States	US	Massachusetts	Worcester					North America|United States|US|Massachusetts|Worcester||||	1			0		
|UNITED STATES||MASSACHUSETTS|WORCESTER||||	North America	United States	US	Massachusetts	Worcester					North America|United States|US|Massachusetts|Worcester||||	1			0		
|UNITED STATES||MASSACHUSETTS|WORCESTER|WORCESTER|||	North America	United States	US	Massachusetts	Worcester	Worcester				North America|United States|US|Massachusetts|Worcester|Worcester|||	1			0		
|UNITED STATES||MASSACHUSETTS|WORCHESTER COUNTY||||	North America	United States	US	Massachusetts	Worcester					North America|United States|US|Massachusetts|Worcester||||	1			0		
|UNITED STATES||MASSACHUSETTS|WORCHESTER||||	North America	United States	US	Massachusetts	Worcester					North America|United States|US|Massachusetts|Worcester||||	1			0		
|UNITED STATES||MD|||||	North America	United States	US	Maryland						North America|United States|US|Maryland|||||	1			0		
|UNITED STATES||MD|ALLEGANY||||	North America	United States	US	Maryland	Allegany					North America|United States|US|Maryland|Allegany||||	1			0		
|UNITED STATES||MD|ANNE ARUNDEL||||	North America	United States	US	Maryland	Anne Arundel					North America|United States|US|Maryland|Anne Arundel||||	1			0		
|UNITED STATES||MD|BALTIMORE CITY||||	North America	United States	US	Maryland	Baltimore City					North America|United States|US|Maryland|Baltimore City||||	1			0		
|UNITED STATES||MD|BALTIMORE||||	North America	United States	US	Maryland	Baltimore					North America|United States|US|Maryland|Baltimore||||	1			0		
|UNITED STATES||MD|CALVERT||||	North America	United States	US	Maryland	Calvert					North America|United States|US|Maryland|Calvert||||	1			0		
|UNITED STATES||MD|CAROLINE||||	North America	United States	US	Maryland	Caroline					North America|United States|US|Maryland|Caroline||||	1			0		
|UNITED STATES||MD|CARROLL||||	North America	United States	US	Maryland	Carroll					North America|United States|US|Maryland|Carroll||||	1			0		
|UNITED STATES||MD|CECIL||||	North America	United States	US	Maryland	Cecil					North America|United States|US|Maryland|Cecil||||	1			0		
|UNITED STATES||MD|CHARLES||||	North America	United States	US	Maryland	Charles					North America|United States|US|Maryland|Charles||||	1			0		
|UNITED STATES||MD|DORCHESTER||||	North America	United States	US	Maryland	Dorchester					North America|United States|US|Maryland|Dorchester||||	1			0		
|UNITED STATES||MD|FREDERICK||||	North America	United States	US	Maryland	Frederick					North America|United States|US|Maryland|Frederick||||	1			0		
|UNITED STATES||MD|GARRETT||||	North America	United States	US	Maryland	Garrett					North America|United States|US|Maryland|Garrett||||	1			0		
|UNITED STATES||MD|HARFORD||||	North America	United States	US	Maryland	Harford					North America|United States|US|Maryland|Harford||||	1			0		
|UNITED STATES||MD|HOWARD||||	North America	United States	US	Maryland	Howard					North America|United States|US|Maryland|Howard||||	1			0		
|UNITED STATES||MD|KENT||||	North America	United States	US	Maryland	Kent					North America|United States|US|Maryland|Kent||||	1			0		
|UNITED STATES||MD|MONTGOMERY||||	North America	United States	US	Maryland	Montgomery					North America|United States|US|Maryland|Montgomery||||	1			0		
|UNITED STATES||MD|PLACEHOLDER||||	North America	United States	US	Missouri						North America|United States|US|Missouri|||||	1			0		
|UNITED STATES||MD|PRINCE GEORGES||||	North America	United States	US	Maryland	Prince George's					North America|United States|US|Maryland|Prince George's||||	1			0		
|UNITED STATES||MD|QUEEN ANNES||||	North America	United States	US	Maryland	Queen Anne's					North America|United States|US|Maryland|Queen Anne's||||	1			0		
|UNITED STATES||MD|ST MARYS||||	North America	United States	US	Maryland	Saint Mary's					North America|United States|US|Maryland|Saint Mary's||||	1			0		
|UNITED STATES||MD|TALBOT||||	North America	United States	US	Maryland	Talbot					North America|United States|US|Maryland|Talbot||||	1			0		
|UNITED STATES||MD|UNKNOWN||||	North America	United States	US	Maryland						North America|United States|US|Maryland|||||	1			0		
